,camis,std_dba,building,street,boro,cuisine,insp_type,ts,grade,score,lat,long,county,year,tt_a,tt_b,tt_c
1530,50096314,E MO KIMBOB,2,West 32 Street,Manhattan,Korean,Pre-permit (Operational) / Re-inspection,2019-10-07,A,0.0,40.747308389619,-73.985903129221,New York,2019,A,,
38713,50096379,EL GALLO NEGRO 2,13207,14Th Avenue,Queens,Mexican,Cycle Inspection / Re-inspection,2023-01-23,B,27.0,40.786271953746,-73.835992301273,Queens,2023,,B,
38718,50096383,EIM DEE THAI,279,Bushwick Avenue,Brooklyn,Thai,Cycle Inspection / Re-inspection,2023-01-18,A,10.0,40.706536338205,-73.93963996341,Kings,2023,A,,
38720,50096389,MORENA RESTAURANT,935,East 163 Street,Bronx,Spanish,Cycle Inspection / Re-inspection,2020-01-09,A,12.0,40.821000527622,-73.896648912374,Bronx,2020,A,,
1531,50096395,STAR CAFE AU LAIT,3502,Astoria Boulevard,Queens,Coffee/Tea,Pre-permit (Operational) / Re-inspection,2020-01-27,A,4.0,40.769430518965,-73.914715444332,Queens,2020,A,,
38722,50096401,TASTE CREME,1311,Jackson Avenue,Queens,Bakery Products/Desserts,Cycle Inspection / Re-inspection,2023-01-26,A,7.0,40.744281553373,-73.949284613326,Queens,2023,A,,
38724,50096403,FRESH OPS,4153,53Rd Street,Queens,Coffee/Tea,Cycle Inspection / Re-inspection,2020-03-06,A,2.0,40.744121444207,-73.911568563313,Queens,2020,A,,
38725,50096462,BIG APPLE EATS,3223,37Th Avenue,Queens,American,Cycle Inspection / Re-inspection,2022-11-30,A,3.0,40.754418829818,-73.930060326956,Queens,2022,A,,
38726,50096486,BARACHOU,449,Amsterdam Avenue,Manhattan,French,Cycle Inspection / Re-inspection,2022-12-28,A,13.0,40.784770164183,-73.977123882105,New York,2022,A,,
38729,50096487,RIVER JAPANESE CUISINE,6144,Springfield Boulevard,Queens,Japanese,Cycle Inspection / Re-inspection,2022-11-30,B,25.0,40.748777456945,-73.756558011699,Queens,2022,,B,
1533,50096488,JIANG NAN,103,Bowery,Manhattan,Asian/Asian Fusion,Pre-permit (Operational) / Re-inspection,2020-02-18,B,23.0,40.717651971701,-73.995216563968,New York,2020,,B,
38735,50096491,REDWOOD DELI,11818,Queens Boulevard,Queens,Sandwiches,Cycle Inspection / Re-inspection,2022-04-07,A,9.0,40.714948969759,-73.832023716625,Queens,2022,A,,
38737,50096515,ARCOS DE PUEBLA,255A,Bushwick Avenue,Brooklyn,Mexican,Cycle Inspection / Re-inspection,2022-09-01,A,5.0,40.707258277094,-73.939761940222,Kings,2022,A,,
38739,50096516,FRESH TACO,4559,46Th Street,Queens,Tex-Mex,Cycle Inspection / Re-inspection,2022-09-07,A,6.0,40.741994195249,-73.918922406383,Queens,2022,A,,
38742,50096541,TROPICAL ISLAND,5403,Church Avenue,Brooklyn,Caribbean,Cycle Inspection / Re-inspection,2022-09-07,C,49.0,40.652401610517,-73.9263908235,Kings,2022,,,C
38750,50096561,BROOKLYNS FAMOUS ITALIAN HEROES,406,36 Street,Brooklyn,Italian,Cycle Inspection / Re-inspection,2023-02-27,C,37.0,40.654003436752,-74.0039427354,Kings,2023,,,C
38755,50096572,16 HANDLES,178,8 Avenue,Manhattan,Frozen Desserts,Cycle Inspection / Re-inspection,2022-11-16,B,18.0,40.742917636188,-74.000202092303,New York,2022,,B,
1551,50096573,SERGIOS PIZZA,279,Malcolm X Boulevard,Brooklyn,Pizza,Pre-permit (Operational) / Re-inspection,2022-01-19,B,22.0,40.682807179725,-73.929021615739,Kings,2022,,B,
38759,50096582,WOK TO WALK LOS TACOS HERMANOS POKE BOWL SAKURA OF JAPAN,570,8 Avenue,Manhattan,Fusion,Cycle Inspection / Re-inspection,2022-09-14,B,25.0,40.754791162271,-73.99155391774,New York,2022,,B,
1554,50096587,WE BAGEL,4711,11Th Street,Queens,Bakery Products/Desserts,Pre-permit (Operational) / Re-inspection,2021-10-06,B,17.0,40.744713167244,-73.950861368143,Queens,2021,,B,
38767,50096595,ICHIGO SUSHI,7308,3 Avenue,Brooklyn,Japanese,Cycle Inspection / Re-inspection,2022-02-17,C,30.0,40.632689770273,-74.02729847236,Kings,2022,,,C
1558,50096661,KUNG FU TEA,5100,Kings Plaza,Brooklyn,Coffee/Tea,Pre-permit (Operational) / Re-inspection,2021-09-13,A,13.0,40.609928854538,-73.922281617072,Kings,2021,A,,
38772,50096673,SEA BREEE DELI,325,City Island Avenue,Bronx,Sandwiches,Cycle Inspection / Re-inspection,2020-02-25,A,2.0,40.84767880895,-73.78666497222,Bronx,2020,A,,
1560,50096681,CAP T LOUI,413,Myrtle Avenue,Brooklyn,Seafood,Pre-permit (Operational) / Re-inspection,2022-01-28,A,13.0,40.693126175682,-73.969279754955,Kings,2022,A,,
1562,50096684,WELLNESS TEA THERAPY,525,Nostrand Avenue,Brooklyn,"Juice, Smoothies, Fruit Salads",Pre-permit (Operational) / Re-inspection,2021-09-29,A,12.0,40.679370635829,-73.949597357146,Kings,2021,A,,
38773,50096780,SUSHI BY BOU,32,East 32 Street,Manhattan,Japanese,Cycle Inspection / Re-inspection,2022-12-01,A,10.0,40.746328200636,-73.983579156476,New York,2022,A,,
38775,50096822,SOHO THAI,141,Grand Street,Manhattan,Thai,Cycle Inspection / Re-inspection,2023-01-10,B,21.0,40.720240386394,-73.999502156932,New York,2023,,B,
38779,50096857,MISS AMERICAN PIE,86,5 Avenue,Brooklyn,Nuts/Confectionary,Cycle Inspection / Re-inspection,2022-09-22,A,5.0,40.680474716833,-73.977715028663,Kings,2022,A,,
38780,50096880,CLOISTERS GRILL,7,Henshaw Street,Manhattan,Latin American,Cycle Inspection / Re-inspection,2023-01-24,B,27.0,40.866747529528,-73.930039351486,New York,2023,,B,
38785,50096886,INSOMNIA COOKIES,32,5 Avenue,Brooklyn,Bakery Products/Desserts,Cycle Inspection / Re-inspection,2022-02-03,A,11.0,40.682019817094,-73.976668920274,Kings,2022,A,,
1567,50096995,TRASH ISLAND,616,Halsey Street,Brooklyn,Coffee/Tea,Pre-permit (Operational) / Re-inspection,2021-10-26,B,17.0,40.68408677467,-73.929881985975,Kings,2021,,B,
1570,50096997,MOXY EAST VILLAGE,112,East 11 Street,Manhattan,French,Pre-permit (Operational) / Re-inspection,2022-02-16,A,9.0,40.731822850836,-73.989835734551,New York,2022,A,,
38788,50097018,EQX ROCKEFELLER CAFE,45,Rockefeller Plaza,Manhattan,American,Cycle Inspection / Re-inspection,2023-02-10,A,10.0,40.75919751131,-73.978334721093,New York,2023,A,,
1572,50097025,DIM SUM PALACE,33,West 33 Street,Manhattan,Chinese,Pre-permit (Operational) / Re-inspection,2020-02-12,A,12.0,40.748587577136,-73.986992805541,New York,2020,A,,
1574,50097032,NAMASTE,3115,30Th Avenue,Queens,Indian,Pre-permit (Operational) / Re-inspection,2021-10-14,C,37.0,40.766794686693,-73.921184506521,Queens,2021,,,C
38790,50097034,HEX AND CO,1462,1 Avenue,Manhattan,American,Cycle Inspection / Re-inspection,2022-09-19,A,11.0,40.770474049403,-73.954033784013,New York,2022,A,,
38792,50097038,ZOOBA,100,Kenmare Street,Manhattan,Egyptian,Cycle Inspection / Re-inspection,2023-02-24,A,8.0,40.721351982949,-73.997153588714,New York,2023,A,,
38794,50097040,TWO BOOTS WEST VILLAGE,101,7Th Avenue S,Manhattan,Pizza,Cycle Inspection / Re-inspection,2023-01-05,C,91.0,40.732989783378,-74.003135570442,New York,2023,,,C
38804,50097045,CHAIRMAN SUN,4730,Vernon Boulevard,Queens,Chinese,Cycle Inspection / Re-inspection,2023-01-23,C,61.0,40.744642891269,-73.953470644374,Queens,2023,,,C
1589,50097054,SIIPS BUBBLE,7408,Grand Avenue,Queens,Chinese/Japanese,Pre-permit (Operational) / Re-inspection,2020-03-11,B,18.0,40.730225394472,-73.887315362947,Queens,2020,,B,
1593,50097057,MR VS,3010,Veterans Road West,Staten Island,Other,Pre-permit (Operational) / Re-inspection,2022-10-06,A,9.0,40.527973568564,-74.23518138466,Richmond,2022,A,,
38819,50097060,DELI COFFEE SHOP 55,5514,37Th Avenue,Queens,Spanish,Cycle Inspection / Re-inspection,2022-02-04,A,9.0,40.750779194209,-73.906781083191,Queens,2022,A,,
1595,50097123,GABI JUICE BAR,16,West Burnside Avenue,Bronx,"Juice, Smoothies, Fruit Salads",Pre-permit (Operational) / Re-inspection,2020-01-23,A,10.0,40.853801592159,-73.908024234129,Bronx,2020,A,,
1597,50097136,TEDDYS F B,2171,2 Avenue,Manhattan,American,Pre-permit (Operational) / Re-inspection,2020-01-16,C,46.0,40.794160210061,-73.939859971808,New York,2020,,,C
1603,50097138,IHOP,5645,Broadway,Bronx,Pancakes/Waffles,Pre-permit (Operational) / Re-inspection,2020-01-10,A,13.0,40.880290288331,-73.903832344654,Bronx,2020,A,,
38824,50097209,KN BAKERY,231B,East 149 Street,Bronx,Bakery Products/Desserts,Cycle Inspection / Re-inspection,2022-09-23,A,4.0,40.817741995417,-73.924126227195,Bronx,2022,A,,
1605,50097237,FRANGO PERI PERI,182,Avenue B,Manhattan,Portuguese,Pre-permit (Operational) / Re-inspection,2022-03-08,A,12.0,40.727709774209,-73.979297500196,New York,2022,A,,
38826,50097256,NEW YORK TWISTED WINGS,8604,Bay Parkway,Brooklyn,Chicken,Cycle Inspection / Re-inspection,2023-01-25,C,44.0,40.601632889621,-73.994144570571,Kings,2023,,,C
38834,50097268,CINNABON,2655,Richmond Avenue,Staten Island,Bakery Products/Desserts,Cycle Inspection / Re-inspection,2022-11-14,A,13.0,40.582297419955,-74.169052592685,Richmond,2022,A,,
1608,50097274,YUMI DELICACIES INC,5902,Fort Hamilton Parkway,Brooklyn,Chinese,Pre-permit (Operational) / Re-inspection,2020-01-21,B,26.0,40.633499882484,-74.004950317739,Kings,2020,,B,
1612,50097276,FLUSHING TEA HOUSE,3639,Prince Street,Queens,Coffee/Tea,Pre-permit (Operational) / Re-inspection,2019-10-02,B,22.0,40.761364237521,-73.832866415562,Queens,2019,,B,
38839,50097277,SANTORINI,8101,5 Avenue,Brooklyn,Middle Eastern,Cycle Inspection / Re-inspection,2022-06-09,A,0.0,40.624928158829,-74.024485423705,Kings,2022,A,,
38843,50097296,DON GIOVANNI RISTORANTE,358,West 44 Street,Manhattan,Italian,Cycle Inspection / Re-inspection,2023-01-19,B,19.0,40.759193669729,-73.990452406045,New York,2023,,B,
1617,50097324,CHIRPING CHICKEN,932,Columbus Avenue,Manhattan,Chicken,Pre-permit (Operational) / Re-inspection,2022-01-11,A,3.0,40.799014491662,-73.963032775794,New York,2022,A,,
38847,50097325,CHARMS,200,8 Avenue,Manhattan,Thai,Cycle Inspection / Re-inspection,2022-01-20,B,14.0,40.743551676191,-73.999736555732,New York,2022,,B,
1621,50097347,CHECKERS,530,Willis Avenue,Bronx,Hamburgers,Pre-permit (Operational) / Re-inspection,2021-12-01,B,18.0,40.815767020796,-73.91794705832,Bronx,2021,,B,
1625,50097350,GOWANUS GARDENS,256,4 Avenue,Brooklyn,American,Pre-permit (Operational) / Re-inspection,2019-12-19,A,12.0,40.676388759582,-73.983744255741,Kings,2019,A,,
1627,50097370,PEAKY BARISTA,2680,Broadway,Manhattan,Coffee/Tea,Pre-permit (Operational) / Re-inspection,2020-02-26,A,3.0,40.79860451602,-73.968891379501,New York,2020,A,,
1628,50097395,ARTICHOKE BASILLES PIZZA,1410,Broadway,Manhattan,Pizza,Pre-permit (Operational) / Re-inspection,2021-10-19,B,26.0,40.753489733029,-73.987110953723,New York,2021,,B,
38854,50097417,SPICY PALACE,3717,Prince Street,Queens,Chinese,Cycle Inspection / Re-inspection,2023-01-17,C,90.0,40.760274023129,-73.832493748596,Queens,2023,,,C
1632,50097427,LAND THAI KITCHEN,450,Amsterdam Avenue,Manhattan,Thai,Pre-permit (Operational) / Re-inspection,2022-06-02,A,13.0,40.784852500266,-73.977091354051,New York,2022,A,,
38870,50097461,NEW CAMERON BAKERY,242,Canal Street,Manhattan,Bakery Products/Desserts,Cycle Inspection / Re-inspection,2022-06-01,A,13.0,40.71812417148,-74.000129867965,New York,2022,A,,
1636,50097467,CANTEEN,3,World Trade Ctr,Manhattan,American,Pre-permit (Operational) / Re-inspection,2020-01-23,A,12.0,40.710688062939,-74.011026719737,New York,2020,A,,
1638,50097472,TACOVISION,244,East 53 Street,Manhattan,Tex-Mex,Pre-permit (Operational) / Re-inspection,2020-03-11,B,17.0,40.757251904812,-73.968358502429,New York,2020,,B,
38874,50097492,LB,20,7 Avenue South,Manhattan,Other,Cycle Inspection / Re-inspection,2023-01-26,A,12.0,40.730140659856,-74.004795160255,New York,2023,A,,
1643,50097499,DAR AL YEMEN,13105,Rockaway Boulevard,Queens,Middle Eastern,Pre-permit (Operational) / Re-inspection,2021-11-01,A,4.0,40.674877347498,-73.807217376208,Queens,2021,A,,
1644,50097501,FAMOUS ROTISSERIE AND GRILL,1525,Mermaid Avenue,Brooklyn,Chinese,Pre-permit (Operational) / Re-inspection,2021-10-25,B,16.0,40.576821638121,-73.982994628625,Kings,2021,,B,
38877,50097510,THE UPPER CRUST,6711,Main Street,Queens,Jewish/Kosher,Cycle Inspection / Re-inspection,2023-02-08,A,12.0,40.733872390481,-73.825318503522,Queens,2023,A,,
38880,50097547,GRAND SAHARA MEDITERRANEAN GRILL,1828,Hylan Boulevard,Staten Island,Turkish,Cycle Inspection / Re-inspection,2023-02-15,A,12.0,40.584587571982,-74.094199315277,Richmond,2023,A,,
1651,50097590,CAFFE PANNA,77,Irving Place,Manhattan,Coffee/Tea,Pre-permit (Operational) / Re-inspection,2021-09-15,A,11.0,40.736900338471,-73.986648683307,New York,2021,A,,
38883,50097592,CAPUCINE,4551,39Th Place,Queens,Coffee/Tea,Cycle Inspection / Re-inspection,2022-11-18,B,24.0,40.742808292458,-73.925395575038,Queens,2022,,B,
1653,50097598,RED APPLE RESTAURANT,1724,Hylan Boulevard,Staten Island,Chinese,Pre-permit (Operational) / Re-inspection,2021-11-15,B,19.0,40.586875959372,-74.091765133344,Richmond,2021,,B,
38888,50097631,LANDLINE BAR,790,Grand Street,Brooklyn,Bottled Beverages,Cycle Inspection / Re-inspection,2022-10-21,B,20.0,40.711851231043,-73.941604610473,Kings,2022,,B,
38895,50097658,U BAR RESTAURANT,1114-1116,Avenue U,Brooklyn,Southeast Asian,Cycle Inspection / Re-inspection,2023-03-03,A,7.0,40.598324395012,-73.96093333574,Kings,2023,A,,
38897,50097721,AMBER,135,Christopher Street,Manhattan,Asian/Asian Fusion,Cycle Inspection / Re-inspection,2023-01-10,B,23.0,40.73296766109,-74.00689175783,New York,2023,,B,
1657,50097733,EL RINCON DE MEXICO,730,Astor Avenue,Bronx,Mexican,Pre-permit (Operational) / Re-inspection,2020-02-20,B,19.0,40.859571131892,-73.866217878255,Bronx,2020,,B,
1660,50097740,RICE K,2921,23Rd Avenue,Queens,Asian/Asian Fusion,Pre-permit (Operational) / Re-inspection,2020-02-12,A,12.0,40.774946711035,-73.913686571008,Queens,2020,A,,
38903,50097749,CONVENE,530,5 Avenue,Manhattan,American,Cycle Inspection / Re-inspection,2022-12-05,A,13.0,40.754872051544,-73.97987736481,New York,2022,A,,
38906,50097790,NATURAL BLEND,302,Nostrand Avenue,Brooklyn,Vegetarian,Cycle Inspection / Re-inspection,2022-08-16,A,12.0,40.689441990455,-73.951392657936,Kings,2022,A,,
1664,50097863,TIGER HILL,13649,Roosevelt Avenue,Queens,Coffee/Tea,Pre-permit (Operational) / Re-inspection,2019-11-14,A,12.0,40.759982634242,-73.828476859092,Queens,2019,A,,
1666,50097866,ZHANG LIANG HOT POT,13649,Roosevelt Avenue,Queens,Chinese,Pre-permit (Operational) / Re-inspection,2021-12-16,A,10.0,40.759982634242,-73.828476859092,Queens,2021,A,,
38909,50097882,DOMINOS,954,Nostrand Avenue,Brooklyn,Pizza,Cycle Inspection / Re-inspection,2020-01-15,A,12.0,40.665567722996,-73.95091268916,Kings,2020,A,,
1668,50097887,DOMINOS,1772A,Ralph Avenue,Brooklyn,Pizza,Pre-permit (Operational) / Re-inspection,2022-01-26,A,12.0,40.633435491086,-73.91875216647,Kings,2022,A,,
1671,50097889,DOMINOS,1972,Flatbush Avenue,Brooklyn,Pizza,Pre-permit (Operational) / Re-inspection,2019-11-21,A,5.0,40.621627295522,-73.9358374652,Kings,2019,A,,
1672,50097892,NEW MAMAS FRIED CHICKEN,787,Southern Boulevard,Bronx,Chicken,Pre-permit (Operational) / Re-inspection,2021-09-29,B,14.0,40.815865143334,-73.896685820333,Bronx,2021,,B,
38913,50097895,BUBBAKOOS BURRITOS,1650,Richmond Avenue,Staten Island,Tex-Mex,Cycle Inspection / Re-inspection,2022-02-28,B,15.0,40.608078102502,-74.162260908042,Richmond,2022,,B,
1675,50097918,NEW YORK PIZZA,921,East 174 Street,Bronx,Pizza,Pre-permit (Operational) / Re-inspection,2022-01-13,A,10.0,40.837303984342,-73.887552514707,Bronx,2022,A,,
1676,50097923,F F PIZZERIA,459,Court Street,Brooklyn,Italian,Pre-permit (Operational) / Re-inspection,2019-12-18,A,8.0,40.677424679676,-73.998262277475,Kings,2019,A,,
38918,50097924,DILL PARSLEY,80,Pine Street,Manhattan,Mediterranean,Cycle Inspection / Re-inspection,2023-01-13,A,12.0,40.705885020791,-74.007181096187,New York,2023,A,,
38920,50097927,MI TEA,10722,Continental Avenue,Queens,Coffee/Tea,Cycle Inspection / Re-inspection,2022-12-29,B,18.0,40.72062077539,-73.844484396405,Queens,2022,,B,
38924,50097937,PHO CHOICE,18422,Horace Harding Expy,Queens,Asian/Asian Fusion,Cycle Inspection / Re-inspection,2022-01-26,A,5.0,40.739689464189,-73.789855676335,Queens,2022,A,,
38925,50097947,AARONS CHINESE AND THAI,338,9 Avenue,Manhattan,Chinese,Cycle Inspection / Re-inspection,2023-01-31,C,70.0,40.750484933161,-73.998404732434,New York,2023,,,C
38936,50097960,ADDEOS OF THE BRONX,1056,Morris Park Avenue,Bronx,Pizza,Cycle Inspection / Re-inspection,2022-08-29,A,0.0,40.848931871026,-73.854379956243,Bronx,2022,A,,
1688,50097983,KYU RAMEN,13342,37Th Avenue,Queens,Japanese,Pre-permit (Operational) / Re-inspection,2019-11-20,A,10.0,40.760659728006,-73.833481849844,Queens,2019,A,,
1690,50097986,BAODEGA,7,West 20 Street,Manhattan,Chinese,Pre-permit (Operational) / Re-inspection,2019-11-14,C,32.0,40.739936513657,-73.991563025322,New York,2019,,,C
38939,50097999,BAGEL EXPRESS II,1228,2 Avenue,Manhattan,Bagels/Pretzels,Cycle Inspection / Re-inspection,2022-11-16,A,13.0,40.763985568121,-73.961864623756,New York,2022,A,,
1698,50098000,MODERN TEASHOP,300,West 49 Street,Manhattan,Coffee/Tea,Pre-permit (Operational) / Re-inspection,2019-11-18,A,4.0,40.761798097799,-73.986925239019,New York,2019,A,,
1700,50098018,FAVORITE KARAOKE LOUNGE,15408,Northern Boulevard,Queens,Korean,Pre-permit (Operational) / Re-inspection,2022-10-29,A,5.0,40.764640250426,-73.810851723619,Queens,2022,A,,
1701,50098020,MOISHES PLACE,868,Bedford Avenue,Brooklyn,Jewish/Kosher,Pre-permit (Operational) / Re-inspection,2019-11-18,B,25.0,40.695218962567,-73.956282043244,Kings,2019,,B,
38947,50098029,YUMMY TACO,22715,Merrick Boulevard,Queens,Tex-Mex,Cycle Inspection / Re-inspection,2022-09-27,A,10.0,40.676916643273,-73.742851107712,Queens,2022,A,,
38949,50098031,PARK LOUNGE,870,7Th Avenue @56Th Street,Manhattan,American,Cycle Inspection / Re-inspection,2023-01-31,C,60.0,40.764514542242,-73.980773321808,New York,2023,,,C
38956,50098045,CROWN FRIED CHICKEN GRILL SALAD,2962,Fulton Street,Brooklyn,Chicken,Cycle Inspection / Re-inspection,2022-12-20,B,25.0,40.6797004261,-73.885364037204,Kings,2022,,B,
38960,50098068,CAFE D AVIGNON,445,Albee Square West,Brooklyn,Coffee/Tea,Cycle Inspection / Re-inspection,2022-09-08,A,0.0,40.690826232689,-73.98345224546,Kings,2022,A,,
1708,50098078,QANOON,180,9 Avenue,Manhattan,Middle Eastern,Pre-permit (Operational) / Re-inspection,2022-01-05,A,5.0,40.745289090113,-74.002187005563,New York,2022,A,,
1709,50098079,JOOMAK BANJUM,312,5 Avenue,Manhattan,Asian/Asian Fusion,Pre-permit (Operational) / Re-inspection,2020-02-24,C,28.0,40.74691311625,-73.985679454661,New York,2020,,,C
38963,50098082,SWIINGZ RESTAURANT,1542,Fulton Street,Brooklyn,Caribbean,Cycle Inspection / Re-inspection,2023-02-06,C,32.0,40.679813003549,-73.939224389862,Kings,2023,,,C
1717,50098085,EL GRAN COFFEE SHOP,8610,Roosevelt Avenue,Queens,Spanish,Pre-permit (Operational) / Re-inspection,2019-10-11,B,18.0,40.748031493061,-73.879987583859,Queens,2019,,B,
1721,50098121,KING JAMAICAN AND AMERICAN,2515,7 Avenue,Manhattan,Caribbean,Pre-permit (Operational) / Re-inspection,2021-12-02,A,10.0,40.822095639807,-73.938725405175,New York,2021,A,,
38970,50098128,TAKAHACHI,85,Avenue A,Manhattan,Japanese,Cycle Inspection / Re-inspection,2023-01-27,A,12.0,40.725166154671,-73.984190505773,New York,2023,A,,
1722,50098137,POPEYES,1201,East 233 Street,Bronx,Chicken,Pre-permit (Operational) / Re-inspection,2019-11-18,A,13.0,40.888767476354,-73.842877912437,Bronx,2019,A,,
1725,50098149,CAVA,63,Wall Street,Manhattan,Mediterranean,Pre-permit (Operational) / Re-inspection,2019-11-19,A,12.0,40.705835523582,-74.008515597925,New York,2019,A,,
38972,50098150,CHELSEA JUICE,200,West 14 Street,Manhattan,"Juice, Smoothies, Fruit Salads",Cycle Inspection / Re-inspection,2023-01-03,A,13.0,40.738718148909,-74.000111865446,New York,2023,A,,
1731,50098157,CACTUS RESTAURANT,3850,Nostrand Avenue,Brooklyn,Tex-Mex,Pre-permit (Operational) / Re-inspection,2021-10-01,A,10.0,40.590094650727,-73.939911242551,Kings,2021,A,,
1733,50098200,DAILY PROVISIONS,375,Amsterdam Avenue,Manhattan,American,Pre-permit (Operational) / Re-inspection,2021-10-28,A,5.0,40.782363352575,-73.978879627755,New York,2021,A,,
1735,50098218,STICKYS FINGER JOINT,362,7 Avenue,Manhattan,Chicken,Pre-permit (Operational) / Re-inspection,2022-02-22,A,10.0,40.748560615278,-73.992402848739,New York,2022,A,,
38976,50098226,TIGER SUGAR,197,Canal Street,Manhattan,Coffee/Tea,Cycle Inspection / Re-inspection,2022-11-28,A,8.0,40.717007038629,-73.998318959625,New York,2022,A,,
38978,50098228,NURISH,637,Washington Avenue,Brooklyn,Coffee/Tea,Cycle Inspection / Re-inspection,2022-12-28,A,12.0,40.678302809772,-73.96384984529,Kings,2022,A,,
1737,50098230,IL MIGLIO BRICK OVEN PIZZA,1103,36Th Avenue,Queens,Pizza,Pre-permit (Operational) / Re-inspection,2020-02-11,B,27.0,40.761052968135,-73.939839443446,Queens,2020,,B,
38980,50098235,DOUBLE TWISTER ICE CREAM AND COFFEE SHOP,1443,York Avenue,Manhattan,Frozen Desserts,Cycle Inspection / Re-inspection,2022-02-03,B,26.0,40.769808816737,-73.951597323181,New York,2022,,B,
38986,50098242,BAR FREDA,801,Seneca Avenue,Queens,American,Cycle Inspection / Re-inspection,2023-03-01,A,2.0,40.701427094769,-73.905346431511,Queens,2023,A,,
1741,50098245,BAMBINOS BEST PIZZA,3467,Boston Road,Bronx,Pizza,Pre-permit (Operational) / Re-inspection,2021-08-20,A,12.0,40.876560110781,-73.847835585921,Bronx,2021,A,,
38987,50098287,LEZZET TURKISH RESTAURANT,132,East 61 Street,Manhattan,Turkish,Cycle Inspection / Re-inspection,2022-07-11,A,9.0,40.763666237935,-73.967756196697,New York,2022,A,,
38989,50098290,CATCH STEAKHOUSE,88,9 Avenue,Manhattan,Steakhouse,Cycle Inspection / Re-inspection,2023-01-23,A,10.0,40.742360367422,-74.004341339265,New York,2023,A,,
1743,50098317,LE SOLEIL,858,10 Avenue,Manhattan,Caribbean,Pre-permit (Operational) / Re-inspection,2021-07-27,A,10.0,40.768687641758,-73.988851724264,New York,2021,A,,
1746,50098318,BUSHWICK ICE HOUSE,35,Ingraham Street,Brooklyn,Bottled Beverages,Pre-permit (Operational) / Re-inspection,2022-03-11,A,7.0,40.706996192862,-73.932447506621,Kings,2022,A,,
38991,50098328,TAMARA CARIBBEAN KITCHEN,8913,Glenwood Road,Brooklyn,Caribbean,Cycle Inspection / Re-inspection,2022-11-30,C,54.0,40.641348990797,-73.908231730162,Kings,2022,,,C
1747,50098354,PLAYA BOWLS,550,West 54 Street,Manhattan,"Juice, Smoothies, Fruit Salads",Pre-permit (Operational) / Re-inspection,2019-11-13,A,12.0,40.767911118841,-73.991725534689,New York,2019,A,,
38997,50098356,LUCKY JADE BAKERY,6104,7 Avenue,Brooklyn,Bakery Products/Desserts,Cycle Inspection / Re-inspection,2022-05-18,B,26.0,40.636142535774,-74.012473567219,Kings,2022,,B,
39001,50098364,YUMMY YUMMY CHINESE,5273,65Th Place,Queens,Chinese,Cycle Inspection / Re-inspection,2022-10-03,B,14.0,40.732081733747,-73.900110513693,Queens,2022,,B,
39004,50098376,MARKET CAFE,425,Lexington Avenue,Manhattan,American,Cycle Inspection / Re-inspection,2022-08-31,A,6.0,40.75241734621,-73.975319553347,New York,2022,A,,
39007,50098384,K B GRAND DELI,3124,Greenpoint Avenue,Queens,Sandwiches,Cycle Inspection / Re-inspection,2023-01-25,C,31.0,40.734622234374,-73.937189618253,Queens,2023,,,C
1754,50098387,BRISAS DEL MAR SEAFOOD MARKET 2 CORP,7615,Jamaica Avenue,Queens,Seafood,Pre-permit (Operational) / Re-inspection,2019-09-24,B,22.0,40.691602041205,-73.865405885009,Queens,2019,,B,
39013,50098400,BAGEL CLUB,20816,Cross Island Pkwy,Queens,Bagels/Pretzels,Cycle Inspection / Re-inspection,2022-12-05,A,7.0,40.788841388816,-73.78616086231,Queens,2022,A,,
39016,50098404,FLIPPERS,337,West Broadway,Manhattan,American,Cycle Inspection / Re-inspection,2022-11-28,C,48.0,40.722556914422,-74.00360407666,New York,2022,,,C
1758,50098429,CHARM THAI CORP,1346,Amsterdam Avenue,Manhattan,Thai,Pre-permit (Operational) / Re-inspection,2020-01-23,A,10.0,40.813740326138,-73.956008804958,New York,2020,A,,
39026,50098436,PRINCE TEA HOUSE,134,Bowery,Manhattan,Chinese,Cycle Inspection / Re-inspection,2022-09-07,A,13.0,40.718892581273,-73.994639276948,New York,2022,A,,
1761,50098468,NEW HOT WOK,4912,Avenue K,Brooklyn,Chinese,Pre-permit (Operational) / Re-inspection,2020-01-07,A,11.0,40.625775607634,-73.928178289921,Kings,2020,A,,
1764,50098470,MAYAS SNACK BAR,83,Graham Avenue,Brooklyn,Mexican,Pre-permit (Operational) / Re-inspection,2019-11-08,A,12.0,40.704361317492,-73.942725666009,Kings,2019,A,,
1766,50098479,PARIS BAGUETTE,700,6 Avenue,Manhattan,Bakery Products/Desserts,Pre-permit (Operational) / Re-inspection,2020-01-24,A,7.0,40.742431607851,-73.993132520787,New York,2020,A,,
1768,50098480,BEAN BEAN COFFEE ROASTERS,71,Broadway,Manhattan,Coffee/Tea,Pre-permit (Operational) / Re-inspection,2019-11-15,A,13.0,40.707287185906,-74.012090177168,New York,2019,A,,
1771,50098486,HARBOR FITNESS,550,5 Avenue,Brooklyn,"Juice, Smoothies, Fruit Salads",Pre-permit (Operational) / Re-inspection,2020-01-21,A,7.0,40.665654585326,-73.989243888994,Kings,2020,A,,
1773,50098490,A A FOOD MARKET,481,Amsterdam Avenue,Manhattan,Sandwiches,Pre-permit (Operational) / Re-inspection,2019-11-20,C,42.0,40.785818505083,-73.976361573045,New York,2019,,,C
